Product,ASIN,Announced,Size,Resolution,OS,Chipset,Memory,Rear Camera,Front Camera,Weight,Battery,URL
"Apple iPhone 6S, Fully Unlocked, 16GB - Gold (Certified Refurbished)",B06XRG5S2C,"2015, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 9, upgradable to iOS 12",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","5 MP, f/2.2, 31mm (standard)",143 g (5.04 oz),1715 mAh,https://www.gsmarena.com/apple_iphone_6s-7242.php
"Apple iPhone 6S 64GB GSM Unlocked, Silver (Certified Refurbished)",B01CR1SRTA,"2015, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 9, upgradable to iOS 12",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","5 MP, f/2.2, 31mm (standard)",143 g (5.04 oz),1715 mAh,https://www.gsmarena.com/apple_iphone_6s-7242.php
Casio G'zOne C781 Ravine 2 Verizon Cell Phone / Rugged Flip Phone / Black,B00KSQ88U0,,,,,,,,,,,
"Google Pixel GSM Unlocked (Certified Refurbished) (32GB, Gray)",B072N3GKSM,"2016, October","5.0 inches, 68.9 cm2 (~69.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie)",Qualcomm MSM8996 Snapdragon 821,"32/128 GB, 4 GB RAM","12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF & laser AF","8 MP, f/2.4, 1/3.2"", 1.4µm",143 g (5.04 oz),2770 mAh,https://www.gsmarena.com/google_pixel-8346.php#usa-na
"LG Phoenix 3 Unlocked 4g Lte USA Latin Caribbean Gsm 5"" HD 16GB 1.5Gb Ram M150 Android 6.0 Desbloqueado",B072BGNWTV,"2016, December","5.0 inches, 69.6 cm2 (~66.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~195 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8909 Snapdragon 210,"8 GB/ 16 GB (AT&T, Cricket), 1 GB RAM","5 MP, AF, f/2.6","5 MP, f/2.7",138 g (4.87 oz),2500 mAh,https://www.gsmarena.com/lg_k4_(2017)-8489.php
"Apple iPhone 7 , Fully Unlocked, 32GB - Black (Certified Refurbished)",B01N4R20RS,"2016, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 10.0.1, upgradable to iOS 12",Apple A10 Fusion,"32/128/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm (wide), 1/3"", OIS, PDAF","7 MP, f/2.2, 32mm (standard)",138 g (4.87 oz),1960 mAh,https://www.gsmarena.com/apple_iphone_7-8064.php
"BLU Grand XL - Unlocked Smartphone -5.5"" Display, 8GB +1GB RAM -Black",B076HG3CTD,"2017, June","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0 (Nougat),Mediatek MT6580,"8 GB, 1 GB RAM","8 MP, AF",5 MP,187 g (6.60 oz),2650 mAh,https://www.gsmarena.com/blu_grand_xl-8731.php
"Apple iPhone 6S 16GB, GSM Unlocked - Gold (Certified Refurbished)",B01CR2ADEG,"2015, September","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 9, upgradable to iOS 12",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","5 MP, f/2.2, 31mm (standard)",143 g (5.04 oz),1715 mAh,https://www.gsmarena.com/apple_iphone_6s-7242.php
"Samsung Galaxy S8 64GB, Orchid Gray - Verizon + GSM Factory Unlocked 4G LTE (Certified Refurbished)",B076HVSJQR,"2017, March","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Exynos 8895 Octa - EMEAQualcomm MSM8998 Snapdragon 835 - USA & China,"64 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",155 g (5.47 oz),3000 mAh,https://www.gsmarena.com/samsung_galaxy_s8-8161.php#g950u
"Samsung Galaxy S8 G950FD 64GB Maple Gold, Dual Sim, 5.8 inches, 4GB Ram, GSM Unlocked International Model, No Warranty",B0716CN1LM,"2017, March","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Exynos 8895 Octa - EMEAQualcomm MSM8998 Snapdragon 835 - USA & China,"64 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",155 g (5.47 oz),3000 mAh,https://www.gsmarena.com/samsung_galaxy_s8-8161.php#g950u
Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MIDNIGHT BLACK),B071H9KKKF,"2017, March","6.2 inches, 98.3 cm2 (~84.0% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~529 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Exynos 8895 Octa - EMEAQualcomm MSM8998 Snapdragon 835 - USA & China,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",173 g (6.10 oz),3500 mAh,https://www.gsmarena.com/samsung_galaxy_s8+-8523.php#g955u
MSRM Smart Watch Phone 1.54 Inch Phone Syc Support Android 4.3 Above and iPhone5s/6/6s/7/7s (Partial Functions for iPhone) Black,B07GQM5PDR,,,,,,,,,,,
"BLU Grand XL - Unlocked Smartphone -5.5"" Display, 8GB +1GB RAM -Silver",B07BR74R8S,"2017, June","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0 (Nougat),Mediatek MT6580,"8 GB, 1 GB RAM","8 MP, AF",5 MP,187 g (6.60 oz),2650 mAh,https://www.gsmarena.com/blu_grand_xl-8731.php
Apple iPhone SE Unlocked Phone -16 GB Retail Packaging - Rose Gold,B01DAJT1AW,"2016, March","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 9.3.2, upgradable to iOS 12",Apple A9,"16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","1.2 MP, f/2.4, 31mm (standard)",113 g (3.99 oz),1624 mAh,https://www.gsmarena.com/apple_iphone_se-7969.php
"Samsung Galaxy S7 ACTIVE G891A 32GB Unlocked GSM Shatter-Resistant, Extremely Durable Smartphone w/12MP Camera - Titanium Gray (Certified Refurbished)",B01N7ZLLBI,"2016, February","5.1 inches, 71.5 cm2 (~72.1% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~577 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 8890 Octa,"32/64 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",152 g (5.36 oz),3000 mAh,https://www.gsmarena.com/samsung_galaxy_s7-7821.php#g930f
Samsung Galaxy J8 (SM-J810Y/DS) 3GB / 32GB 6.0-inches LTE Dual SIM Factory Unlocked - International Stock No Warranty (Black),B07FTFV5LM,"2018, May","6.0 inches, 91.4 cm2 (~75.8% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)",Android 8.0 (Oreo),Qualcomm SDM450 Snapdragon 450,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","16 MP, f/1.7, AF
5 MP, f/1.9, depth sensor","16 MP, f/1.9",177 g (6.24 oz),3500 mAh,https://www.gsmarena.com/samsung_galaxy_j8-9205.php
"Apple iPhone 6, Fully Unlocked, 64GB - Space Gray (Certified Refurbished)",B00YD54AYU,"2014, September","4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 8, upgradable to iOS 12",Apple A8,"16/32/64/128 GB, 1 GB RAM DDR3","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF","1.2 MP, f/2.2, 31mm (standard)",129 g (4.55 oz),1810 mAh,https://www.gsmarena.com/apple_iphone_6-6378.php
"Samsung Galaxy Note9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Lavender Purple",B07FZG77X6,"2018, August","6.4 inches, 103.2 cm2 (~83.4% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~516 ppi density)",Android 8.1 (Oreo),"Exynos 9810 Octa - EMEAQualcomm SDM845 Snapdragon 845 - USA/LATAM, China","512 GB, 8 GB RAM or 128 GB, 6 GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1µm, AF, OIS, 2x optical zoom","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",201 g (7.09 oz),4000 mAh,https://www.gsmarena.com/samsung_galaxy_note9-9163.php
